-139.38202164805833,-747.9430382944618,255.24152392281576,3.0982676475879423,-0.04246990008085089,-2.467282012776316
-187.45828785289063,-751.2332372535143,267.69194326439987,-2.985888128138944,0.08361212897967467,-2.6098066103362734
-183.0075137328323,-748.7791834415145,278.1265893112075,-2.8913108264491147,0.19565305753890871,-2.6388509806465423
-142.2274693146363,-728.0374690114664,329.36814339616507,-2.82913914650161,0.20446667381895087,-2.5931796148783732
-178.068361229386,-660.362899485809,382.2074233134984,-2.935667863055591,0.08625431564458706,-2.625513019355797
-122.65830847626799,-668.9152029583302,399.02846927497677,-2.8102499725239007,0.22736799307417246,-2.5860036004701126
-239.22031710809105,-642.899097863997,373.31262821679564,-3.0822379369394834,-0.05797646097922848,-2.6468950960273157
-200.1329354419977,-720.2873130149918,420.1841033664156,-2.7822401316267156,-0.0872201895646693,-2.633377865866808
-203.83710666469446,-740.6297554418443,438.50611367141653,-2.716097828086636,-0.14094758887830633,-2.6408532538267355
-189.58437836393455,-663.1944639782854,382.74465963706575,-2.945643815917738,0.04869132664192443,-2.6301771159114655
-248.86905656142218,-616.318228507105,363.87857784404576,3.1097136791386983,-0.04374672680226284,-2.644124574365252
-254.71795711034085,-648.0808375804435,377.4309948074239,-3.0902393495858536,-0.11037152886518142,-2.650561874296379
-265.2370030707381,-705.2571615311176,413.5546275911497,-2.9230636023133765,-0.23816892687408694,-2.6796379430895723
-217.49060107556937,-642.6352998334288,372.0106944659006,-3.0500976247510025,0.003879269748127083,-2.6424052324875067
